Season,Team,Conference,Points_for,Points_against
2021,UConn,FBS Independents,22,24
2021,NC State,ACC,27,21
2021,Maryland,Big Ten,37,16
2021,Florida State,ACC,23,31
2021,Arkansas,SEC,20,10
2021,Memphis,American Athletic,28,31
2021,Purdue,Big Ten,13,9
2021,Iowa,Big Ten,24,14
2021,Lafayette,Patriot,24,14
2021,San Diego State,Mountain West,48,21
2021,Jacksonville State,AWC,31,34
2021,Hillsdale,Great Midwest Athletic,38,31
2021,Livingstone,CIAA,0,49
2021,Millersville,Pennsylvania State Athletic,14,42
2021,Auburn,SEC,34,24
2021,Nicholls,Southland,31,14
2021,Duke,ACC,52,33
2021,Stony Brook,CAA,14,31
2021,Prairie View A&M,SWAC,24,10
2021,Tulsa,American Athletic,41,34
2021,Alabama A&M,SWAC,45,35
2021,Central Arkansas,AWC,35,45
2021,Portland State,Big Sky,17,30
2021,Allen,SIAC,20,56
2021,Marist,Pioneer,17,34
2021,Lenoir-Rhyne,South Atlantic,31,16
2021,Gardner-Webb,Big South,52,34
2021,Lock Haven University,Pennsylvania State Athletic,21,45
2021,Wayne State (MI),GLIAC,21,41
2021,Edward Waters,SIAC,35,45
2021,Savannah St,SIAC,29,10
2021,Seton Hill,Pennsylvania State Athletic,17,41
2021,Stonehill,Northeast 10,27,26
2021,Lake Erie,Great Midwest Athletic,20,28
2021,Georgia Southern,Sun Belt,20,28
2021,Alabama State,SWAC,38,24
2021,North Carolina A&T,Big South,37,14
2021,East Carolina,American Athletic,31,28
2021,South Dakota Mines,Rocky Mountain,7,49
2021,Youngstown State,MVFC,35,38
2021,Stanford,Pac-12,24,35
2021,Old Dominion,Conference USA,34,35
2021,Rice,Conference USA,48,34
2021,Stephen F. Austin,AWC,61,13
2021,Florida,SEC,38,14
2021,Lamar,AWC,0,56
2021,Tarleton State,AWC,40,21
2021,Minnesota Duluth,Northern Sun,28,31
2021,Limestone,South Atlantic,7,45
2021,Minot State,Northern Sun,10,68
2021,Central Washington,Great Northwest,9,14
2021,Albany State GA,SIAC,49,0
2021,Northern State,Northern Sun,41,10
2021,Miles College,SIAC,55,4
2021,Southwestern Oklahoma State,Great American,27,31
2021,Henderson State,Great American,56,49
2021,Harding University,Great American,38,21
2021,Northwestern Oklahoma State,Great American,17,20
2021,Arkansas Tech,Great American,20,27
2021,Fayetteville State,CIAA,28,14
2021,Oklahoma State,Big 12,31,20
2021,Michigan State,Big Ten,23,20
2021,South Carolina,SEC,10,16
2021,Louisiana Tech,Conference USA,24,17
2021,Houston,American Athletic,28,20
2021,Georgia Tech,ACC,45,22
2021,Oklahoma,Big 12,16,13
2021,Ohio State,Big Ten,59,7
2021,Alabama,SEC,63,14
2021,Air Force,Mountain West,31,7
2021,Texas A&M-Kingsville,Lone Star,10,35
2021,Missouri State,MVFC,31,23
2021,Midwestern State,Lone Star,31,24
2021,Mississippi College,Gulf South,28,31
2021,Southern Utah,Big Sky,21,50
2021,Pittsburg St,Mid America,30,28
2021,Western New Mexico,Lone Star,19,27
2021,Weber State,Big Sky,14,17
2021,West Texas A&M,Lone Star,13,21
2021,Western Kentucky,Conference USA,31,33
2021,Tulane,American Athletic,21,28
2021,New Mexico State,FBS Independents,21,41
2021,UL Monroe,Sun Belt,29,16
2021,UTEP,Conference USA,20,13
2021,Simon Fraser,Great Northwest,7,24
2021,Washington,Pac-12,31,24
2021,BYU,FBS Independents,35,27
2021,Arizona State,Pac-12,35,13
2021,Oregon,Pac-12,41,19
2021,USC,Pac-12,27,45
2021,Mississippi Valley State,SWAC,25,38
2021,Walsh,Great Midwest Athletic,10,35
2021,Prairie View A&M,SWAC,27,17
2021,Miami,ACC,28,30
2021,Pennsylvania,Ivy,7,31
2021,Southern Connecticut State,Northeast 10,23,7
2021,Tulsa,American Athletic,10,45
2021,Maryland,Big Ten,14,51
2021,Utah State,Mountain West,20,34
2021,Morgan State,MEAC,14,27
2021,Rhode Island,CAA,27,20
2021,Missouri,SEC,24,62
2021,Buffalo,Mid-American,17,24
2021,Temple,American Athletic,34,31
2021,Wisconsin,Big Ten,17,38
2021,TCU,Big 12,27,32
2021,Purdue,Big Ten,13,20
2021,Massachusetts,FBS Independents,7,45
2021,North Carolina,ACC,38,7
2021,Illinois,Big Ten,24,14
2021,Lehigh,Patriot,0,34
2021,Georgia,SEC,37,0
2021,Butler,Pioneer,3,6
2021,University Of Charleston (WV),Mountain East,38,28
2021,Shepherd,Pennsylvania State Athletic,59,27
2021,Georgia Tech,ACC,21,52
2021,Pace,Northeast 10,14,28
2021,Millersville,Pennsylvania State Athletic,31,29
2021,Kutztown University,Pennsylvania State Athletic,21,14
2021,Wake Forest,ACC,37,34
2021,Georgetown,Patriot,21,28
2021,West Liberty,Mountain East,20,19
2021,Monmouth,Big South,54,17
2021,Minnesota State Moorhead,Northern Sun,21,26
2021,Central State (OH),SIAC,34,46
2021,North Carolina A&T,Big South,41,14
2021,Stetson,Pioneer,28,35
2021,Howard,MEAC,22,17
2021,Merrimack,NEC,14,37
2021,McNeese,Southland,35,38
2021,Valparaiso,Pioneer,24,27
2021,Princeton,Ivy,24,7
2021,Mars Hill,South Atlantic,28,22
2021,Franklin Pierce,Northeast 10,28,35
2021,Frostburg State,Mountain East,51,21
2021,Kentucky Wesleyan,Great Midwest Athletic,30,32
2021,Northwood (MI),GLIAC,25,67
2021,Kentucky State,SIAC,17,21
2021,Ouachita Baptist,Great American,64,17
2021,Michigan Tech,GLIAC,31,7
2021,Virginia Union,CIAA,7,27
2021,Chattanooga,Southern,45,17
2021,Holy Cross,Patriot,13,38
2021,South Carolina State,MEAC,42,35
2021,West Chester,Pennsylvania State Athletic,21,20
2021,Sioux Falls,Northern Sun,28,26
2021,Morehouse College,SIAC,13,37
2021,Tuskegee,SIAC,21,0
2021,Benedict College,SIAC,14,24
2021,Wayne State (NE),Northern Sun,38,21
2021,Saginaw Valley State,GLIAC,17,49
2021,Southwest Baptist,Great Lakes,10,77
2021,Quincy,Great Lakes,31,28
2021,Southern Nazarene,Great American,41,51
2021,Bowie State,CIAA,44,7
2021,ERSKINE,Independent DII,59,13
2021,Georgia State,Sun Belt,16,45
2021,Morehead State,Pioneer,45,38
2021,Illinois State,MVFC,20,41
2021,Richmond,CAA,7,20
2021,Hampton,Big South,44,47
2021,Wheeling,Mountain East,38,0
2021,Fairmont State,Mountain East,31,27
2021,Wilson,Independent DII,31,17
2021,UVA Wise,South Atlantic,35,28
2021,Emporia State University,Mid America,35,30
2021,Colorado School Of Mines,Rocky Mountain,20,14
2021,Colorado,Pac-12,14,37
2021,New Mexico Highlands,Rocky Mountain,16,46
2021,Fort Lewis,Rocky Mountain,17,45
2021,Indiana-Pennsylvania,Pennsylvania State Athletic,28,23
2021,The Citadel,Southern,35,24
2021,Tennessee Tech,OVC,28,17
2021,Coastal Carolina,Sun Belt,59,6
2021,Northern Illinois,Mid-American,27,20
2021,Notre Dame,FBS Independents,13,24
2021,Elizabeth City State,CIAA,19,13
2021,South Dakota,MVFC,38,10
2021,Delaware,CAA,20,15
2021,Montana State,Big Sky,40,7
2021,Grambling,SWAC,37,28
2021,East Central (OK),Great American,38,17
2021,North Dakota,MVFC,10,16
2021,Oklahoma Baptist,Great American,7,31
2021,Arkansas-Monticello,Great American,18,16
2021,PennWest California,Pennsylvania State Athletic,37,0
2021,North Greenville,Gulf South,21,42
2021,Adams State,Rocky Mountain,42,45
2021,Northern State,Northern Sun,42,49
2021,Lane College,SIAC,71,0
2021,Minnesota State Mankato,Northern Sun,58,10
2021,Northeastern State,Mid America,10,41
2021,Bemidji State,Northern Sun,49,35
2021,Eastern Kentucky,AWC,20,3
2021,Lake Erie,Great Midwest Athletic,10,37
2021,Missouri Southern State,Mid America,16,20
2021,Central Oklahoma,Mid America,69,28
2021,Kennesaw State,Big South,31,6
2021,Southeastern Oklahoma State,Great American,24,27
2021,St. Anselm,Northeast 10,21,34
2021,Rutgers,Big Ten,13,52
2021,Boise State,Mountain West,31,41
2021,Stanford,Pac-12,31,24
2021,West Virginia,Big 12,20,23
2021,East Carolina,American Athletic,52,29
2021,Alabama,SEC,42,21
2021,Akron,Mid-American,17,34
2021,Miami (OH),Mid-American,28,17
2021,Kent State,Mid-American,27,20
2021,Kansas State,Big 12,31,37
2021,Florida State,ACC,33,30
2021,East Tennessee State,Southern,27,21
2021,Bucknell,Patriot,21,10
2021,New Hampshire,CAA,21,23
2021,Lafayette,Patriot,41,42
2021,South Carolina,SEC,23,14
2021,Florida Atlantic,Conference USA,58,21
2021,Navy,American Athletic,34,30
2021,Northern Arizona,Big Sky,48,17
2021,Nicholls,Southland,48,17
2021,San Diego,Pioneer,27,24
2021,Bryant,NEC,36,29
2021,SMU,American Athletic,41,17
2021,Georgia Southern,Sun Belt,59,33
2021,Western Illinois,MVFC,30,31
2021,Mississippi Valley State,SWAC,17,16
2021,CSU Pueblo,Rocky Mountain,19,13
2021,Tiffin,Great Midwest Athletic,21,24
2021,Seton Hill,Pennsylvania State Athletic,7,17
2021,Northern Michigan,GLIAC,26,19
2021,Upper Iowa University,Northern Sun,14,20
2021,Western Oregon,Great Northwest,41,38
2021,Wagner,NEC,27,33
2021,Northern Iowa,MVFC,34,7
2021,Murray State,OVC,22,6
2021,Ball State,Mid-American,28,16
2021,Stephen F. Austin,AWC,20,21
2021,California,Pac-12,6,21
2021,Mercer,Southern,45,42
2021,Florida A&M,SWAC,28,0
2021,UTSA,Conference USA,24,17
2021,Kentucky,SEC,20,13
2021,West Georgia,Gulf South,20,38
2021,Wingate,South Atlantic,43,35
2021,NC State,ACC,34,27
2021,Virginia St,CIAA,33,9
2021,Chowan,CIAA,73,7
2021,Slippery Rock,Pennsylvania State Athletic,75,0
2021,Rice,Conference USA,24,19
2021,New Mexico,Mountain West,10,38
2021,UAB,Conference USA,12,36
2021,Abilene Christian,AWC,21,42
2021,South Dakota State,MVFC,55,7
2021,North Alabama,Big South,31,48
2021,Northwestern State,Southland,27,38
2021,Middle Tennessee,Conference USA,34,28
2021,Iowa State,Big 12,59,7
2021,Oklahoma State,Big 12,24,14
2021,Fayetteville State,CIAA,46,9
2021,Truman State,Great Lakes,21,31
2021,Texas A&M,SEC,22,26
2021,Miles College,SIAC,3,31
2021,Valdosta State,Gulf South,49,13
2021,Delta State,Gulf South,33,39
2021,Angelo State,Lone Star,62,3
2021,East Texas A&M,Lone Star,72,6
2021,Missouri Western,Mid America,7,30
2021,West Virginia State,Mountain East,45,13
2021,Nebraska,Big Ten,56,7
2021,Michigan State,Big Ten,48,31
2021,Vanderbilt,SEC,30,28
2021,Clemson,ACC,19,13
2021,Penn State,Big Ten,24,0
2021,South Alabama,Sun Belt,18,20
2021,Southern Utah,Big Sky,13,20
2021,Austin Peay,OVC,22,24
2021,Eastern New Mexico,Lone Star,52,6
2021,Fort Hays State,Mid America,42,35
2021,Cal Poly,Big Sky,7,38
2021,UTEP,Conference USA,28,21
2021,Oregon State,Pac-12,27,24
2021,Central Washington,Great Northwest,30,20
2021,LSU,SEC,19,24
2021,UC Davis,Big Sky,27,20
2021,UCLA,Pac-12,23,42
2021,San José State,Mountain West,37,31
2021,Eastern Washington,Big Sky,34,28
2021,Hawai'i,Mountain West,27,24
2021,Arkansas State,Sun Belt,20,52
2021,Tulane,American Athletic,22,40
2021,Northeastern State,Mid America,9,49
2021,Cincinnati,American Athletic,52,3
2021,Florida International,Conference USA,33,45
2021,Assumption,Northeast 10,26,0
2021,Howard,MEAC,27,0
2021,Arizona State,Pac-12,28,10
2021,UVA Wise,South Atlantic,14,37
2021,Notre Dame College,Mountain East,23,21
2021,Mercyhurst,Pennsylvania State Athletic,17,19
2021,American International,Northeast 10,0,25
2021,Ohio State,Big Ten,66,17
2021,Tennessee,SEC,45,20
2021,Davenport,GLIAC,18,13
2021,Toledo,Mid-American,20,22
2021,Gannon,Pennsylvania State Athletic,17,38
2021,UNC Pembroke,Mountain East,34,28
2021,Rutgers,Big Ten,13,31
2021,Florida,SEC,42,0
2021,Marist,Pioneer,34,3
2021,Duquesne,NEC,39,34
2021,Baylor,Big 12,45,20
2021,Bowling Green,Mid-American,20,35
2021,Texas,Big 12,48,55
2021,Ole Miss,SEC,52,51
2021,Maine,CAA,23,33
2021,Butler,Pioneer,21,52
2021,Brown,Ivy,31,10
2021,Duke,ACC,27,31
2021,Lafayette,Patriot,27,0
2021,Harvard,Ivy,24,10
2021,Pennsylvania,Ivy,20,0
2021,North Carolina A&T,Big South,38,34
2021,Rhode Island,CAA,22,15
2021,Central Connecticut,NEC,20,22
2021,Nicholls,Southland,48,58
2021,Presbyterian,Pioneer,30,38
2021,Drake,Pioneer,10,28
2021,Chowan,CIAA,3,14
2021,Virginia Union,CIAA,32,0
2021,Indiana State,MVFC,37,27
2021,Glenville State,Mountain East,9,20
2021,Shippensburg,Pennsylvania State Athletic,34,18
2021,Lock Haven University,Pennsylvania State Athletic,21,75
2021,Bentley,Northeast 10,26,0
2021,New Haven,Northeast 10,56,7
2021,Shorter,Gulf South,7,44
2021,Concordia University St Paul,Northern Sun,14,42
2021,Johnson C Smith,CIAA,12,26
2021,Fordham,Patriot,56,7
2021,St. Francis (PA),NEC,55,10
2021,Monmouth,Big South,28,31
2021,Shaw,CIAA,12,15
2021,Concord University,Mountain East,20,16
2021,Bluefield State,Independent DII,23,9
2021,Limestone,South Atlantic,17,35
2021,Catawba,South Atlantic,33,27
2021,Lenoir-Rhyne,South Atlantic,38,31
2021,Dartmouth,Ivy,24,17
2021,VMI,Southern,37,34
2021,Wofford,Southern,20,42
2021,Livingstone,CIAA,21,7
2021,Mars Hill,South Atlantic,40,32
2021,West Virginia Wesleyan,Mountain East,3,38
2021,Clarion,Pennsylvania State Athletic,21,58
2021,Minnesota State Mankato,Northern Sun,24,35
2021,Hillsdale,Great Midwest Athletic,20,3
2021,Fairmont State,Mountain East,44,10
2021,Bloomsburg,Pennsylvania State Athletic,7,34
2021,South Dakota Mines,Rocky Mountain,42,7
2021,Edinboro University,Pennsylvania State Athletic,13,49
2021,Washburn,Mid America,23,20
2021,Delaware State,MEAC,56,6
2021,James Madison,CAA,27,28
2021,Hampton,Big South,15,34
2021,Central Missouri,Mid America,45,38
2021,Lindenwood,Great Lakes,33,28
2021,Missouri S&T,Great Lakes,21,38
2021,Albany State GA,SIAC,30,0
2021,Clark Atlanta,SIAC,21,12
2021,Fort Valley State,SIAC,35,14
2021,Kentucky State,SIAC,49,14
2021,Augustana University (SD),Northern Sun,37,20
2021,North Dakota State,MVFC,34,20
2021,Sacred Heart,NEC,20,10
2021,St. Thomas (MN),Pioneer,20,13
2021,Youngstown State,MVFC,41,33
2021,North Carolina Central,MEAC,16,27
2021,Marshall,Conference USA,20,13
2021,East Stroudsburg University,Pennsylvania State Athletic,27,7
2021,Northwest Missouri St,Mid America,20,19
2021,Henderson State,Great American,59,24
2021,Western Colorado,Rocky Mountain,45,38
2021,Lake Erie,Great Midwest Athletic,17,35
2021,Nebraska-Kearney,Mid America,35,14
2021,Lincoln (MO),Mid America,32,52
2021,Chadron St,Rocky Mountain,17,42
2021,Black Hills State,Rocky Mountain,20,41
2021,University of Mary,Northern Sun,27,31
2021,Winona State,Northern Sun,49,52
2021,Minot State,Northern Sun,17,29
2021,Mississippi College,Gulf South,21,40
2021,Southwestern Oklahoma State,Great American,10,30
2021,Harding University,Great American,49,10
2021,Arkansas Tech,Great American,38,35
2021,Sam Houston,AWC,41,7
2021,Montana,Big Sky,31,14
2021,UT Martin,OVC,48,24
2021,Alabama State,SWAC,35,15
2021,Alcorn State,SWAC,24,20
2021,Alabama A&M,SWAC,15,61
2021,Louisville,ACC,33,34
2021,South Dakota State,MVFC,41,42
2021,South Dakota,MVFC,20,13
2021,Robert Morris,Big South,31,24
2021,Idaho State,Big Sky,27,17
2021,Northern Colorado,Big Sky,17,63
2021,Eastern Michigan,Mid-American,13,12
2021,Auburn,SEC,10,34
2021,William & Mary,CAA,31,24
2021,Western Carolina,Southern,24,34
2021,UAB,Conference USA,31,14
2021,North Carolina,ACC,25,35
2021,Colorado State,Mountain West,32,14
2021,Liberty,FBS Independents,41,13
2021,Illinois,Big Ten,0,24
2021,Navy,American Athletic,24,31
2021,BYU,FBS Independents,17,26
2021,Syracuse,ACC,37,40
2021,Ohio,Mid-American,27,30
2021,Southern Arkansas,Great American,24,38
2021,Western Michigan,Mid-American,20,45
2021,Massachusetts,FBS Independents,27,13
2021,Missouri,SEC,48,35
2021,Findlay,Great Midwest Athletic,31,19
2021,William Jewell,Great Lakes,10,55
2021,Washington State,Pac-12,31,24
2021,Bethune-Cookman,SWAC,14,20
2021,Iowa,Big Ten,23,20
2021,Jacksonville State,AWC,28,24
2021,Montana State,Big Sky,45,7
2021,Towson,CAA,21,14
2021,Austin Peay,OVC,14,30
2021,Western Oregon,Great Northwest,14,45
2021,East Tennessee State,Southern,48,21
2021,Southern,SWAC,31,35
2021,East Texas A&M,Lone Star,17,20
2021,Idaho,Big Sky,42,35
2021,Miles College,SIAC,21,24
2021,Northwestern Oklahoma State,Great American,23,42
2021,Eastern Kentucky,AWC,30,15
2021,Florida A&M,SWAC,30,7
2021,Virginia St,CIAA,35,7
2021,Indianapolis,Great Lakes,57,28
2021,Savannah St,SIAC,39,6
2021,Wayne State (MI),GLIAC,27,30
2021,Southwest Minnesota State,Northern Sun,7,35
2021,UCF,American Athletic,20,16
2021,Gardner-Webb,Big South,28,42
2021,Texas Tech,Big 12,31,52
2021,UT Permian Basin,Lone Star,75,0
2021,Houston Christian,Southland,17,21
2021,Kent State,Mid-American,48,38
2021,Air Force,Mountain West,24,14
2021,Texas State,Sun Belt,33,31
2021,Troy,Sun Belt,27,24
2021,Ashland,Great Midwest Athletic,24,34
2021,Grand Valley State University,GLIAC,70,9
2021,Southern Miss,Conference USA,13,26
2021,Western Kentucky,Conference USA,46,52
2021,Valdosta State,Gulf South,55,0
2021,North Greenville,Gulf South,10,52
2021,Virginia Tech,ACC,29,32
2021,Kentucky,SEC,42,21
2021,Nebraska,Big Ten,29,32
2021,West Texas A&M,Lone Star,31,15
2021,Texas A&M,SEC,41,38
2021,USC,Pac-12,26,42
2021,Western New Mexico,Lone Star,47,50
2021,Tuskegee,SIAC,15,31
2021,Midwestern State,Lone Star,30,13
2021,UL Monroe,Sun Belt,21,55
2021,Colorado Mesa,Rocky Mountain,49,14
2021,Sacramento State,Big Sky,41,20
2021,San Diego State,Mountain West,31,7
2021,Tulsa,American Athletic,35,29
2021,Nevada,Mountain West,55,28
2021,Arizona,Pac-12,16,34
2021,Louisiana,Sun Belt,41,13
2021,Southern Nazarene,Great American,30,22
2021,Memphis,American Athletic,35,17
2021,South Alabama,Sun Belt,41,14
2021,Syracuse,ACC,14,17
2021,Cornell,Ivy,34,20
2021,North Texas,Conference USA,21,49
2021,Weber State,Big Sky,7,13
2021,Oregon,Pac-12,24,17
2021,San José State,Mountain West,13,19
2021,Long Island University,NEC,5,43
2021,UConn,FBS Independents,21,15
2021,University Of Charleston (WV),Mountain East,48,3
2021,Ohio Dominican,Great Midwest Athletic,14,21
2021,Edinboro University,Pennsylvania State Athletic,20,27
2021,West Chester,Pennsylvania State Athletic,42,24
2021,Maine,CAA,27,16
2021,Dayton,Pioneer,17,20
2021,Incarnate Word,Southland,38,21
2021,Indiana,Big Ten,15,20
2021,Bryant,NEC,18,17
2021,Buffalo,Mid-American,27,26
2021,Missouri,SEC,14,35
2021,LSU,SEC,49,42
2021,Northwestern,Big Ten,21,7
2021,Arkansas,SEC,23,38
2021,South Florida,American Athletic,31,32
2021,Cincinnati,American Athletic,56,21
2021,Northern Michigan,GLIAC,14,21
2021,American International,Northeast 10,14,30
2021,Davenport,GLIAC,3,16
2021,Texas,Big 12,24,32
2021,Minnesota,Big Ten,30,23
2021,Virginia,ACC,48,0
2021,Brown,Ivy,42,56
2021,Campbell,Big South,17,34
2021,Chowan,CIAA,31,38
2021,Lincoln (PA),CIAA,17,14
2021,Bowie State,CIAA,51,44
2021,New Hampshire,CAA,21,38
2021,Western Illinois,MVFC,17,41
2021,Harvard,Ivy,30,3
2021,Bethune-Cookman,SWAC,29,35
2021,Sacred Heart,NEC,27,17
2021,Stetson,Pioneer,7,38
2021,Hillsdale,Great Midwest Athletic,14,33
2021,Upper Iowa University,Northern Sun,0,58
2021,West Liberty,Mountain East,52,31
2021,Carson-Newman College,South Atlantic,0,59
2021,Stonehill,Northeast 10,31,22
2021,Edward Waters,SIAC,36,76
2021,Notre Dame College,Mountain East,52,14
2021,Alderson-Broaddus,Mountain East,21,35
2021,Fordham,Patriot,66,21
2021,Walsh,Great Midwest Athletic,13,23
2021,Slippery Rock,Pennsylvania State Athletic,21,48
2021,Central State (OH),SIAC,0,29
2021,Pace,Northeast 10,39,31
2021,Shorter,Gulf South,7,20
2021,Tiffin,Great Midwest Athletic,27,21
2021,Livingstone,CIAA,9,20
2021,Minnesota Duluth,Northern Sun,33,13
2021,Greeneville,South Atlantic,37,21
2021,Winston-Salem,CIAA,41,0
2021,Chattanooga,Southern,21,16
2021,Wofford,Southern,24,27
2021,Columbia,Ivy,23,14
2021,Holy Cross,Patriot,48,14
2021,Alabama A&M,SWAC,31,35
2021,Norfolk State,MEAC,42,14
2021,Richmond,CAA,3,19
2021,Bloomsburg,Pennsylvania State Athletic,44,0
2021,Wayne State (NE),Northern Sun,24,32
2021,Sioux Falls,Northern Sun,34,14
2021,Morehouse College,SIAC,51,3
2021,Benedict College,SIAC,6,28
2021,Winona State,Northern Sun,26,14
2021,Bemidji State,Northern Sun,22,19
2021,West Alabama,Gulf South,17,42
2021,Saginaw Valley State,GLIAC,31,13
2021,Southwest Baptist,Great Lakes,27,21
2021,Missouri S&T,Great Lakes,37,16
2021,Fayetteville State,CIAA,55,12
2021,Eastern Michigan,Mid-American,31,38
2021,Washburn,Mid America,17,16
2021,Pittsburg St,Mid America,59,7
2021,Southern Connecticut State,Northeast 10,20,34
2021,Fort Lewis,Rocky Mountain,3,55
2021,Colorado School Of Mines,Rocky Mountain,44,24
2021,Millersville,Pennsylvania State Athletic,13,38
2021,Emporia State University,Mid America,35,42
2021,Frostburg State,Mountain East,41,17
2021,Eastern Washington,Big Sky,71,21
2021,Miami (OH),Mid-American,34,21
